Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,1.4257,0.2475,1.3635,0.2800
2,1.3401,0.2878,1.2956,0.3975
3,1.2743,0.5117,1.2409,0.7025
4,1.2198,0.6897,1.1935,0.7550
5,1.1747,0.7306,1.1514,0.7650
6,1.1307,0.7686,1.1125,0.7775
7,1.0955,0.8039,1.0766,0.8150
8,1.0591,0.8258,1.0427,0.8700
9,1.0213,0.8525,1.0106,0.8950
10,0.9915,0.8725,0.9799,0.9100
11,0.9596,0.8894,0.9507,0.9125
12,0.9315,0.9061,0.9228,0.9225
13,0.9039,0.9153,0.8962,0.9300
14,0.8797,0.9142,0.8706,0.9325
15,0.8559,0.9253,0.8461,0.9425
16,0.8299,0.9303,0.8225,0.9450
17,0.8091,0.9386,0.7999,0.9550
18,0.7847,0.9411,0.7782,0.9575
19,0.7681,0.9464,0.7573,0.9600
20,0.7461,0.9508,0.7373,0.9600
21,0.7223,0.9575,0.7179,0.9650
22,0.7050,0.9569,0.6993,0.9650
23,0.6867,0.9583,0.6813,0.9650
24,0.6709,0.9592,0.6640,0.9700
25,0.6567,0.9603,0.6474,0.9700
26,0.6393,0.9619,0.6314,0.9700
27,0.6240,0.9650,0.6160,0.9725
28,0.6082,0.9669,0.6012,0.9725
29,0.5960,0.9650,0.5869,0.9725
30,0.5817,0.9669,0.5730,0.9700
31,0.5694,0.9678,0.5598,0.9725
32,0.5562,0.9692,0.5469,0.9725
33,0.5424,0.9683,0.5345,0.9725
34,0.5289,0.9672,0.5227,0.9725
35,0.5194,0.9700,0.5112,0.9725
36,0.5089,0.9694,0.5001,0.9725
37,0.4978,0.9725,0.4895,0.9725
38,0.4851,0.9744,0.4791,0.9725
39,0.4824,0.9678,0.4692,0.9725
40,0.4701,0.9711,0.4595,0.9725
41,0.4608,0.9756,0.4502,0.9725
42,0.4467,0.9728,0.4413,0.9725
43,0.4413,0.9742,0.4326,0.9725
44,0.4362,0.9739,0.4242,0.9725
45,0.4288,0.9692,0.4162,0.9725
46,0.4216,0.9711,0.4083,0.9750
47,0.4101,0.9742,0.4008,0.9750
48,0.4047,0.9686,0.3935,0.9750
49,0.3973,0.9739,0.3864,0.9750
50,0.3918,0.9731,0.3795,0.9750
51,0.3822,0.9767,0.3728,0.9750
52,0.3743,0.9728,0.3664,0.9750
53,0.3702,0.9772,0.3601,0.9750
54,0.3619,0.9750,0.3541,0.9750
55,0.3592,0.9753,0.3483,0.9750
56,0.3536,0.9750,0.3426,0.9750
57,0.3489,0.9750,0.3371,0.9750
58,0.3460,0.9728,0.3318,0.9775
59,0.3379,0.9747,0.3265,0.9775
60,0.3345,0.9761,0.3215,0.9775
61,0.3286,0.9778,0.3167,0.9775
62,0.3200,0.9783,0.3119,0.9775
63,0.3191,0.9772,0.3073,0.9775
64,0.3167,0.9742,0.3028,0.9775
65,0.3085,0.9803,0.2984,0.9775
66,0.3077,0.9758,0.2943,0.9775
67,0.3046,0.9747,0.2901,0.9775
68,0.2956,0.9764,0.2861,0.9800
69,0.2941,0.9764,0.2823,0.9800
70,0.2916,0.9781,0.2784,0.9800
71,0.2895,0.9742,0.2748,0.9800
72,0.2810,0.9797,0.2713,0.9825
73,0.2803,0.9756,0.2678,0.9825
74,0.2772,0.9772,0.2644,0.9775
75,0.2722,0.9775,0.2611,0.9825
76,0.2667,0.9772,0.2579,0.9825
77,0.2649,0.9789,0.2548,0.9825
78,0.2627,0.9778,0.2518,0.9825
79,0.2601,0.9772,0.2488,0.9825
80,0.2580,0.9775,0.2459,0.9825
81,0.2544,0.9783,0.2430,0.9825
82,0.2499,0.9778,0.2403,0.9825
83,0.2497,0.9789,0.2376,0.9825
84,0.2441,0.9772,0.2349,0.9825
85,0.2435,0.9778,0.2324,0.9825
86,0.2410,0.9778,0.2299,0.9825
87,0.2388,0.9808,0.2275,0.9825
88,0.2378,0.9750,0.2251,0.9825
89,0.2312,0.9797,0.2228,0.9825
90,0.2313,0.9781,0.2205,0.9825
91,0.2302,0.9794,0.2182,0.9825
92,0.2237,0.9786,0.2160,0.9825
93,0.2249,0.9786,0.2139,0.9825
94,0.2220,0.9778,0.2118,0.9825
95,0.2216,0.9783,0.2098,0.9825
96,0.2179,0.9781,0.2078,0.9825
97,0.2161,0.9761,0.2058,0.9825
98,0.2132,0.9808,0.2039,0.9825
99,0.2141,0.9789,0.2020,0.9825
100,0.2106,0.9783,0.2001,0.9825
