Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,1.3909,0.1750,1.3600,0.3625
2,1.3279,0.6047,1.3078,0.6825
3,1.2785,0.6614,1.2650,0.5825
4,1.2370,0.5958,1.2279,0.5500
5,1.2005,0.5925,1.1943,0.5475
6,1.1666,0.6006,1.1629,0.5575
7,1.1352,0.6250,1.1332,0.5725
8,1.1058,0.6314,1.1047,0.5925
9,1.0769,0.6564,1.0772,0.6225
10,1.0497,0.6694,1.0505,0.6500
11,1.0231,0.6978,1.0246,0.6750
12,0.9971,0.7311,0.9994,0.7075
13,0.9724,0.7631,0.9749,0.7550
14,0.9476,0.7936,0.9510,0.7775
15,0.9240,0.8181,0.9277,0.8025
16,0.9013,0.8406,0.9051,0.8300
17,0.8784,0.8617,0.8830,0.8650
18,0.8566,0.8772,0.8615,0.8750
19,0.8357,0.8919,0.8406,0.8900
20,0.8152,0.9042,0.8201,0.9025
21,0.7947,0.9167,0.8003,0.9075
22,0.7749,0.9242,0.7810,0.9200
23,0.7563,0.9339,0.7622,0.9225
24,0.7379,0.9394,0.7439,0.9275
25,0.7201,0.9461,0.7261,0.9350
26,0.7029,0.9494,0.7088,0.9400
27,0.6856,0.9533,0.6920,0.9450
28,0.6694,0.9572,0.6757,0.9525
29,0.6535,0.9611,0.6598,0.9550
30,0.6378,0.9636,0.6444,0.9600
31,0.6231,0.9661,0.6295,0.9625
32,0.6089,0.9678,0.6150,0.9700
33,0.5945,0.9708,0.6010,0.9700
34,0.5810,0.9719,0.5874,0.9725
35,0.5679,0.9736,0.5741,0.9725
36,0.5547,0.9742,0.5613,0.9725
37,0.5427,0.9764,0.5489,0.9725
38,0.5307,0.9775,0.5369,0.9725
39,0.5187,0.9778,0.5252,0.9725
40,0.5079,0.9783,0.5140,0.9725
41,0.4973,0.9792,0.5031,0.9725
42,0.4861,0.9792,0.4925,0.9725
43,0.4763,0.9806,0.4823,0.9725
44,0.4659,0.9806,0.4723,0.9725
45,0.4568,0.9803,0.4627,0.9725
46,0.4471,0.9811,0.4534,0.9725
47,0.4383,0.9819,0.4444,0.9725
48,0.4297,0.9819,0.4358,0.9725
49,0.4213,0.9825,0.4273,0.9750
50,0.4128,0.9833,0.4192,0.9775
51,0.4055,0.9828,0.4113,0.9775
52,0.3981,0.9828,0.4037,0.9800
53,0.3903,0.9833,0.3963,0.9800
54,0.3833,0.9836,0.3891,0.9800
55,0.3762,0.9839,0.3822,0.9800
56,0.3696,0.9844,0.3754,0.9800
57,0.3631,0.9844,0.3689,0.9800
58,0.3566,0.9844,0.3626,0.9800
59,0.3508,0.9844,0.3565,0.9800
60,0.3447,0.9844,0.3505,0.9825
61,0.3388,0.9844,0.3448,0.9825
62,0.3336,0.9844,0.3392,0.9775
63,0.3279,0.9844,0.3338,0.9775
64,0.3225,0.9844,0.3285,0.9775
65,0.3176,0.9847,0.3234,0.9775
66,0.3126,0.9847,0.3185,0.9775
67,0.3084,0.9847,0.3137,0.9775
68,0.3034,0.9847,0.3090,0.9775
69,0.2985,0.9847,0.3045,0.9775
70,0.2947,0.9847,0.3001,0.9775
71,0.2901,0.9847,0.2958,0.9775
72,0.2857,0.9844,0.2916,0.9775
73,0.2821,0.9844,0.2876,0.9800
74,0.2779,0.9847,0.2837,0.9800
75,0.2740,0.9850,0.2798,0.9800
76,0.2704,0.9850,0.2761,0.9800
77,0.2672,0.9850,0.2725,0.9800
78,0.2636,0.9850,0.2690,0.9800
79,0.2599,0.9850,0.2655,0.9800
80,0.2566,0.9853,0.2622,0.9800
81,0.2535,0.9856,0.2589,0.9800
82,0.2505,0.9853,0.2558,0.9800
83,0.2470,0.9856,0.2527,0.9800
84,0.2442,0.9856,0.2497,0.9800
85,0.2412,0.9853,0.2467,0.9800
86,0.2385,0.9856,0.2438,0.9800
87,0.2359,0.9856,0.2410,0.9800
88,0.2329,0.9856,0.2383,0.9800
89,0.2303,0.9856,0.2357,0.9800
90,0.2276,0.9853,0.2331,0.9800
91,0.2250,0.9853,0.2305,0.9800
92,0.2227,0.9853,0.2280,0.9800
93,0.2202,0.9850,0.2256,0.9800
94,0.2179,0.9853,0.2232,0.9800
95,0.2154,0.9850,0.2209,0.9800
96,0.2137,0.9856,0.2187,0.9800
97,0.2110,0.9853,0.2164,0.9800
98,0.2089,0.9856,0.2143,0.9800
99,0.2068,0.9853,0.2122,0.9800
100,0.2053,0.9853,0.2101,0.9800
