Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,1.3217,0.2911,1.2860,0.2450
2,1.2572,0.3867,1.2301,0.4200
3,1.2004,0.4972,1.1806,0.4800
4,1.1526,0.5903,1.1359,0.5950
5,1.1081,0.6586,1.0948,0.6650
6,1.0674,0.7006,1.0566,0.7325
7,1.0298,0.7422,1.0209,0.7925
8,0.9978,0.7714,0.9873,0.8150
9,0.9623,0.8036,0.9556,0.8300
10,0.9332,0.8181,0.9256,0.8575
11,0.9068,0.8378,0.8971,0.8700
12,0.8729,0.8561,0.8701,0.8875
13,0.8512,0.8683,0.8443,0.9050
14,0.8258,0.8831,0.8195,0.9125
15,0.8018,0.8986,0.7960,0.9225
16,0.7798,0.9050,0.7735,0.9250
17,0.7584,0.9147,0.7520,0.9350
18,0.7365,0.9139,0.7314,0.9425
19,0.7192,0.9186,0.7119,0.9425
20,0.7020,0.9297,0.6931,0.9450
21,0.6835,0.9292,0.6752,0.9450
22,0.6642,0.9406,0.6579,0.9475
23,0.6462,0.9397,0.6413,0.9475
24,0.6400,0.9339,0.6254,0.9525
25,0.6174,0.9475,0.6100,0.9575
26,0.6030,0.9475,0.5953,0.9600
27,0.5886,0.9444,0.5811,0.9600
28,0.5779,0.9508,0.5675,0.9625
29,0.5649,0.9500,0.5545,0.9625
30,0.5543,0.9536,0.5419,0.9650
31,0.5431,0.9564,0.5297,0.9675
32,0.5280,0.9553,0.5180,0.9675
33,0.5221,0.9569,0.5066,0.9675
34,0.5142,0.9553,0.4958,0.9675
35,0.4974,0.9583,0.4853,0.9675
36,0.4862,0.9639,0.4752,0.9675
37,0.4798,0.9575,0.4654,0.9700
38,0.4722,0.9575,0.4560,0.9725
39,0.4603,0.9617,0.4469,0.9725
40,0.4559,0.9653,0.4382,0.9725
41,0.4428,0.9622,0.4297,0.9725
42,0.4414,0.9603,0.4215,0.9725
43,0.4262,0.9667,0.4135,0.9750
44,0.4220,0.9647,0.4058,0.9750
45,0.4137,0.9661,0.3984,0.9750
46,0.4063,0.9658,0.3912,0.9750
47,0.3994,0.9650,0.3842,0.9750
48,0.3950,0.9608,0.3774,0.9750
49,0.3872,0.9628,0.3709,0.9750
50,0.3796,0.9694,0.3646,0.9750
51,0.3763,0.9644,0.3585,0.9750
52,0.3674,0.9683,0.3525,0.9750
53,0.3633,0.9683,0.3467,0.9750
54,0.3555,0.9664,0.3412,0.9750
55,0.3524,0.9656,0.3358,0.9775
56,0.3458,0.9653,0.3305,0.9775
57,0.3474,0.9661,0.3254,0.9775
58,0.3417,0.9686,0.3204,0.9775
59,0.3334,0.9656,0.3157,0.9775
60,0.3307,0.9722,0.3110,0.9775
61,0.3256,0.9667,0.3064,0.9775
62,0.3245,0.9644,0.3019,0.9775
63,0.3161,0.9669,0.2976,0.9775
64,0.3147,0.9661,0.2935,0.9775
65,0.3062,0.9669,0.2895,0.9775
66,0.3048,0.9694,0.2855,0.9775
67,0.3030,0.9700,0.2817,0.9775
68,0.2962,0.9700,0.2780,0.9775
69,0.2939,0.9692,0.2743,0.9775
70,0.2868,0.9731,0.2708,0.9775
71,0.2863,0.9703,0.2673,0.9775
72,0.2839,0.9700,0.2640,0.9775
73,0.2809,0.9744,0.2607,0.9775
74,0.2774,0.9653,0.2575,0.9775
75,0.2690,0.9717,0.2543,0.9775
76,0.2695,0.9717,0.2513,0.9775
77,0.2699,0.9694,0.2484,0.9775
78,0.2659,0.9692,0.2455,0.9775
79,0.2677,0.9689,0.2427,0.9775
80,0.2622,0.9739,0.2399,0.9775
81,0.2546,0.9722,0.2372,0.9775
82,0.2554,0.9675,0.2346,0.9775
83,0.2513,0.9689,0.2321,0.9775
84,0.2483,0.9722,0.2295,0.9775
85,0.2454,0.9739,0.2271,0.9775
86,0.2420,0.9736,0.2247,0.9775
87,0.2387,0.9742,0.2224,0.9775
88,0.2384,0.9742,0.2202,0.9775
89,0.2377,0.9692,0.2180,0.9775
90,0.2362,0.9708,0.2158,0.9775
91,0.2339,0.9733,0.2137,0.9775
92,0.2345,0.9731,0.2116,0.9775
93,0.2300,0.9717,0.2095,0.9775
94,0.2261,0.9722,0.2076,0.9775
95,0.2268,0.9717,0.2056,0.9775
96,0.2264,0.9717,0.2037,0.9775
97,0.2205,0.9700,0.2018,0.9775
98,0.2205,0.9722,0.1999,0.9775
99,0.2205,0.9700,0.1981,0.9775
100,0.2153,0.9742,0.1964,0.9775
