Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,1.4323,0.1753,1.3562,0.2250
2,1.2901,0.4428,1.2332,0.6400
3,1.1777,0.8075,1.1319,0.8775
4,1.0824,0.9033,1.0445,0.9200
5,0.9993,0.9411,0.9672,0.9325
6,0.9257,0.9525,0.8985,0.9525
7,0.8603,0.9622,0.8371,0.9625
8,0.8017,0.9700,0.7818,0.9725
9,0.7492,0.9750,0.7321,0.9725
10,0.7018,0.9775,0.6871,0.9725
11,0.6591,0.9783,0.6465,0.9725
12,0.6204,0.9797,0.6095,0.9725
13,0.5853,0.9808,0.5759,0.9725
14,0.5534,0.9825,0.5454,0.9725
15,0.5243,0.9831,0.5175,0.9700
16,0.4978,0.9833,0.4919,0.9775
17,0.4735,0.9831,0.4685,0.9775
18,0.4513,0.9836,0.4471,0.9775
19,0.4308,0.9839,0.4274,0.9775
20,0.4120,0.9847,0.4092,0.9775
21,0.3947,0.9847,0.3924,0.9775
22,0.3787,0.9847,0.3769,0.9800
23,0.3638,0.9853,0.3625,0.9800
24,0.3501,0.9850,0.3491,0.9825
25,0.3373,0.9853,0.3367,0.9825
26,0.3254,0.9853,0.3251,0.9825
27,0.3143,0.9856,0.3143,0.9825
28,0.3039,0.9858,0.3042,0.9825
29,0.2942,0.9853,0.2948,0.9825
30,0.2852,0.9856,0.2859,0.9825
31,0.2766,0.9856,0.2776,0.9825
32,0.2686,0.9858,0.2698,0.9825
33,0.2611,0.9858,0.2624,0.9825
34,0.2540,0.9858,0.2554,0.9825
35,0.2473,0.9861,0.2489,0.9825
36,0.2409,0.9858,0.2426,0.9825
37,0.2349,0.9861,0.2368,0.9825
38,0.2293,0.9861,0.2312,0.9825
39,0.2239,0.9856,0.2259,0.9825
40,0.2187,0.9858,0.2209,0.9825
41,0.2139,0.9853,0.2161,0.9825
42,0.2093,0.9856,0.2116,0.9825
43,0.2048,0.9856,0.2073,0.9825
44,0.2006,0.9858,0.2031,0.9825
45,0.1966,0.9856,0.1992,0.9825
46,0.1928,0.9856,0.1954,0.9825
47,0.1891,0.9856,0.1918,0.9825
48,0.1856,0.9858,0.1884,0.9825
49,0.1823,0.9856,0.1850,0.9825
50,0.1791,0.9858,0.1819,0.9825
51,0.1760,0.9858,0.1788,0.9825
52,0.1730,0.9858,0.1759,0.9825
53,0.1701,0.9856,0.1731,0.9825
54,0.1674,0.9856,0.1704,0.9825
55,0.1648,0.9856,0.1678,0.9825
56,0.1622,0.9858,0.1653,0.9825
57,0.1598,0.9858,0.1629,0.9825
58,0.1574,0.9858,0.1605,0.9825
59,0.1552,0.9858,0.1583,0.9825
60,0.1530,0.9858,0.1561,0.9825
61,0.1508,0.9858,0.1540,0.9825
62,0.1488,0.9858,0.1520,0.9825
63,0.1468,0.9858,0.1500,0.9825
64,0.1449,0.9858,0.1481,0.9825
65,0.1431,0.9858,0.1463,0.9825
66,0.1413,0.9861,0.1445,0.9825
67,0.1395,0.9858,0.1428,0.9825
68,0.1378,0.9858,0.1411,0.9825
69,0.1362,0.9858,0.1395,0.9825
70,0.1346,0.9858,0.1380,0.9825
71,0.1331,0.9858,0.1364,0.9825
72,0.1316,0.9858,0.1349,0.9825
73,0.1301,0.9858,0.1335,0.9825
74,0.1287,0.9861,0.1321,0.9825
75,0.1274,0.9858,0.1308,0.9825
76,0.1260,0.9858,0.1294,0.9825
77,0.1247,0.9861,0.1282,0.9825
78,0.1235,0.9861,0.1269,0.9825
79,0.1222,0.9858,0.1257,0.9825
80,0.1210,0.9861,0.1245,0.9825
81,0.1199,0.9861,0.1234,0.9825
82,0.1188,0.9858,0.1222,0.9825
83,0.1176,0.9858,0.1211,0.9825
84,0.1166,0.9861,0.1201,0.9825
85,0.1155,0.9861,0.1190,0.9825
86,0.1145,0.9861,0.1180,0.9825
87,0.1135,0.9861,0.1170,0.9825
88,0.1125,0.9861,0.1161,0.9825
89,0.1115,0.9861,0.1151,0.9825
90,0.1106,0.9861,0.1142,0.9825
91,0.1097,0.9861,0.1133,0.9825
92,0.1088,0.9861,0.1124,0.9825
93,0.1079,0.9861,0.1115,0.9825
94,0.1071,0.9861,0.1107,0.9825
95,0.1063,0.9861,0.1099,0.9825
96,0.1054,0.9864,0.1091,0.9825
97,0.1046,0.9861,0.1083,0.9825
98,0.1039,0.9861,0.1075,0.9825
99,0.1031,0.9861,0.1067,0.9825
100,0.1024,0.9861,0.1060,0.9825
