Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,1.4522,0.2503,1.4513,0.2475
2,1.4468,0.2503,1.4461,0.2475
3,1.4414,0.2503,1.4409,0.2475
4,1.4358,0.2503,1.4358,0.2475
5,1.4308,0.2506,1.4307,0.2475
6,1.4253,0.2511,1.4256,0.2475
7,1.4200,0.2519,1.4206,0.2475
8,1.4150,0.2519,1.4156,0.2475
9,1.4102,0.2550,1.4107,0.2475
10,1.4044,0.2569,1.4058,0.2525
11,1.3999,0.2589,1.4009,0.2575
12,1.3945,0.2617,1.3960,0.2600
13,1.3898,0.2678,1.3912,0.2700
14,1.3843,0.2728,1.3865,0.2725
15,1.3796,0.2806,1.3817,0.2750
16,1.3746,0.2886,1.3770,0.2750
17,1.3701,0.2972,1.3723,0.2875
18,1.3647,0.3033,1.3677,0.3000
19,1.3605,0.3133,1.3630,0.3050
20,1.3556,0.3208,1.3584,0.3125
21,1.3505,0.3283,1.3539,0.3275
22,1.3462,0.3389,1.3493,0.3425
23,1.3413,0.3461,1.3448,0.3550
24,1.3366,0.3553,1.3403,0.3600
25,1.3321,0.3619,1.3359,0.3750
26,1.3274,0.3717,1.3314,0.3775
27,1.3230,0.3811,1.3270,0.3850
28,1.3182,0.3900,1.3226,0.3925
29,1.3140,0.3967,1.3182,0.3975
30,1.3095,0.4039,1.3139,0.4050
31,1.3048,0.4106,1.3096,0.4075
32,1.3004,0.4144,1.3053,0.4100
33,1.2956,0.4211,1.3010,0.4200
34,1.2916,0.4258,1.2967,0.4225
35,1.2875,0.4297,1.2925,0.4250
36,1.2829,0.4358,1.2883,0.4250
37,1.2785,0.4386,1.2841,0.4325
38,1.2743,0.4419,1.2800,0.4400
39,1.2703,0.4444,1.2758,0.4425
40,1.2662,0.4489,1.2717,0.4475
41,1.2620,0.4531,1.2676,0.4475
42,1.2572,0.4572,1.2635,0.4500
43,1.2537,0.4589,1.2594,0.4500
44,1.2492,0.4608,1.2554,0.4525
45,1.2448,0.4633,1.2513,0.4575
46,1.2411,0.4661,1.2473,0.4600
47,1.2370,0.4692,1.2433,0.4600
48,1.2327,0.4706,1.2394,0.4600
49,1.2287,0.4714,1.2354,0.4625
50,1.2249,0.4722,1.2315,0.4675
51,1.2209,0.4739,1.2276,0.4675
52,1.2167,0.4753,1.2237,0.4675
53,1.2123,0.4761,1.2198,0.4675
54,1.2087,0.4769,1.2159,0.4675
55,1.2046,0.4775,1.2121,0.4700
56,1.2011,0.4794,1.2082,0.4750
57,1.1970,0.4819,1.2044,0.4750
58,1.1931,0.4847,1.2006,0.4750
59,1.1891,0.4869,1.1969,0.4800
60,1.1855,0.4906,1.1931,0.4800
61,1.1815,0.4958,1.1894,0.4850
62,1.1778,0.5006,1.1856,0.4875
63,1.1741,0.5047,1.1819,0.4925
64,1.1702,0.5111,1.1782,0.5000
65,1.1663,0.5186,1.1745,0.5050
66,1.1625,0.5247,1.1709,0.5050
67,1.1591,0.5311,1.1672,0.5125
68,1.1553,0.5364,1.1636,0.5250
69,1.1520,0.5436,1.1600,0.5275
70,1.1478,0.5508,1.1564,0.5350
71,1.1442,0.5608,1.1528,0.5400
72,1.1405,0.5697,1.1492,0.5425
73,1.1366,0.5819,1.1456,0.5450
74,1.1335,0.5908,1.1421,0.5475
75,1.1298,0.5989,1.1386,0.5600
76,1.1261,0.6097,1.1351,0.5625
77,1.1228,0.6186,1.1316,0.5725
78,1.1193,0.6278,1.1281,0.5750
79,1.1154,0.6347,1.1246,0.5775
80,1.1121,0.6422,1.1211,0.5875
81,1.1088,0.6489,1.1177,0.5925
82,1.1055,0.6550,1.1143,0.6000
83,1.1019,0.6625,1.1108,0.6075
84,1.0983,0.6692,1.1074,0.6175
85,1.0947,0.6786,1.1041,0.6250
86,1.0915,0.6872,1.1007,0.6375
87,1.0881,0.6967,1.0973,0.6450
88,1.0845,0.7042,1.0940,0.6525
89,1.0813,0.7097,1.0906,0.6625
90,1.0777,0.7181,1.0873,0.6675
91,1.0746,0.7264,1.0840,0.6675
92,1.0708,0.7325,1.0807,0.6750
93,1.0678,0.7394,1.0774,0.6800
94,1.0642,0.7456,1.0742,0.6850
95,1.0609,0.7531,1.0709,0.7025
96,1.0580,0.7586,1.0677,0.7125
97,1.0546,0.7631,1.0644,0.7225
98,1.0519,0.7675,1.0612,0.7325
99,1.0483,0.7725,1.0580,0.7400
100,1.0447,0.7769,1.0548,0.7500
