Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,1.4356,0.2506,1.4126,0.2450
2,1.4023,0.2506,1.3823,0.2450
3,1.3713,0.2506,1.3540,0.2450
4,1.3427,0.2506,1.3274,0.2450
5,1.3152,0.2506,1.3020,0.2450
6,1.2888,0.2506,1.2777,0.2450
7,1.2638,0.2869,1.2542,0.3550
8,1.2398,0.4481,1.2313,0.4675
9,1.2164,0.5542,1.2090,0.5400
10,1.1934,0.6414,1.1872,0.6275
11,1.1708,0.7164,1.1657,0.7200
12,1.1486,0.7658,1.1447,0.7625
13,1.1270,0.8058,1.1240,0.8050
14,1.1060,0.8361,1.1036,0.8425
15,1.0853,0.8578,1.0835,0.8525
16,1.0644,0.8758,1.0636,0.8775
17,1.0441,0.8944,1.0440,0.8925
18,1.0240,0.9039,1.0247,0.9050
19,1.0045,0.9158,1.0056,0.9100
20,0.9850,0.9244,0.9866,0.9125
21,0.9658,0.9342,0.9680,0.9175
22,0.9471,0.9408,0.9496,0.9250
23,0.9281,0.9461,0.9314,0.9300
24,0.9099,0.9472,0.9135,0.9325
25,0.8920,0.9525,0.8958,0.9375
26,0.8740,0.9567,0.8784,0.9400
27,0.8566,0.9583,0.8612,0.9425
28,0.8400,0.9611,0.8444,0.9425
29,0.8226,0.9642,0.8278,0.9425
30,0.8059,0.9650,0.8115,0.9425
31,0.7897,0.9667,0.7955,0.9450
32,0.7739,0.9675,0.7797,0.9525
33,0.7582,0.9689,0.7643,0.9600
34,0.7429,0.9700,0.7492,0.9550
35,0.7279,0.9714,0.7343,0.9550
36,0.7130,0.9714,0.7198,0.9575
37,0.6988,0.9722,0.7055,0.9600
38,0.6848,0.9731,0.6916,0.9600
39,0.6712,0.9731,0.6779,0.9625
40,0.6574,0.9747,0.6646,0.9625
41,0.6443,0.9747,0.6515,0.9625
42,0.6311,0.9750,0.6388,0.9625
43,0.6189,0.9753,0.6263,0.9650
44,0.6070,0.9756,0.6141,0.9650
45,0.5946,0.9761,0.6022,0.9675
46,0.5831,0.9767,0.5906,0.9675
47,0.5719,0.9767,0.5793,0.9675
48,0.5605,0.9778,0.5683,0.9675
49,0.5497,0.9775,0.5575,0.9700
50,0.5390,0.9778,0.5470,0.9700
51,0.5288,0.9786,0.5367,0.9700
52,0.5186,0.9792,0.5267,0.9700
53,0.5087,0.9797,0.5170,0.9725
54,0.4994,0.9797,0.5075,0.9725
55,0.4903,0.9800,0.4983,0.9725
56,0.4811,0.9800,0.4893,0.9725
57,0.4725,0.9803,0.4806,0.9725
58,0.4635,0.9803,0.4721,0.9725
59,0.4556,0.9800,0.4637,0.9725
60,0.4474,0.9814,0.4557,0.9725
61,0.4398,0.9811,0.4478,0.9725
62,0.4316,0.9814,0.4401,0.9725
63,0.4247,0.9822,0.4327,0.9725
64,0.4171,0.9819,0.4254,0.9725
65,0.4097,0.9822,0.4183,0.9725
66,0.4032,0.9825,0.4115,0.9725
67,0.3966,0.9822,0.4048,0.9725
68,0.3898,0.9825,0.3982,0.9725
69,0.3837,0.9822,0.3919,0.9725
70,0.3774,0.9822,0.3857,0.9725
71,0.3713,0.9825,0.3797,0.9725
72,0.3654,0.9825,0.3738,0.9725
73,0.3596,0.9828,0.3681,0.9725
74,0.3543,0.9831,0.3625,0.9725
75,0.3487,0.9831,0.3571,0.9725
76,0.3438,0.9831,0.3518,0.9725
77,0.3384,0.9833,0.3467,0.9725
78,0.3337,0.9833,0.3417,0.9725
79,0.3286,0.9833,0.3368,0.9725
80,0.3236,0.9833,0.3321,0.9725
81,0.3191,0.9833,0.3274,0.9725
82,0.3150,0.9833,0.3229,0.9725
83,0.3102,0.9833,0.3185,0.9725
84,0.3061,0.9833,0.3143,0.9725
85,0.3021,0.9833,0.3101,0.9725
86,0.2975,0.9831,0.3060,0.9725
87,0.2939,0.9833,0.3020,0.9725
88,0.2903,0.9833,0.2981,0.9725
89,0.2862,0.9833,0.2943,0.9725
90,0.2830,0.9833,0.2906,0.9725
91,0.2788,0.9833,0.2870,0.9725
92,0.2751,0.9833,0.2835,0.9750
93,0.2718,0.9833,0.2801,0.9750
94,0.2685,0.9833,0.2767,0.9750
95,0.2656,0.9833,0.2734,0.9750
96,0.2621,0.9833,0.2703,0.9750
97,0.2592,0.9833,0.2671,0.9750
98,0.2560,0.9836,0.2640,0.9750
99,0.2534,0.9833,0.2611,0.9750
100,0.2499,0.9833,0.2582,0.9750
