Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,1.2878,0.5454,1.0102,0.6435
2,0.9987,0.6484,0.8991,0.6847
3,0.9022,0.6829,0.8618,0.6999
4,0.8329,0.7072,0.7822,0.7280
5,0.7761,0.7278,0.7686,0.7332
6,0.7345,0.7424,0.7241,0.7517
7,0.6994,0.7552,0.7219,0.7499
8,0.6613,0.7679,0.7054,0.7544
9,0.6369,0.7776,0.8304,0.7115
10,0.6042,0.7905,0.6886,0.7634
11,0.5797,0.7961,0.6881,0.7590
12,0.5592,0.8057,0.6988,0.7682
13,0.5387,0.8119,0.6838,0.7708
14,0.5218,0.8177,0.6870,0.7661
15,0.5041,0.8230,0.7193,0.7579
16,0.4912,0.8282,0.6671,0.7665
17,0.4737,0.8334,0.7007,0.7685
18,0.4527,0.8428,0.6741,0.7733
19,0.4470,0.8447,0.6856,0.7707
20,0.4295,0.8500,0.6899,0.7644
21,0.4220,0.8516,0.7393,0.7552
22,0.4111,0.8557,0.6799,0.7704
23,0.4020,0.8578,0.7187,0.7663
24,0.3914,0.8606,0.6978,0.7750
25,0.3845,0.8656,0.6910,0.7731
26,0.3767,0.8685,0.7107,0.7723
27,0.3690,0.8710,0.7543,0.7579
28,0.3606,0.8733,0.7197,0.7672
29,0.3522,0.8768,0.7025,0.7746
30,0.3482,0.8784,0.7692,0.7553
31,0.3423,0.8801,0.7204,0.7741
32,0.3365,0.8828,0.7124,0.7721
33,0.3325,0.8836,0.8030,0.7524
34,0.3255,0.8858,0.7284,0.7669
35,0.3188,0.8879,0.7206,0.7760
36,0.3148,0.8889,0.7473,0.7693
37,0.3087,0.8915,0.7401,0.7742
38,0.3071,0.8936,0.7294,0.7767
39,0.3042,0.8934,0.7413,0.7672
40,0.3006,0.8938,0.7365,0.7713
41,0.2943,0.8973,0.7587,0.7730
42,0.2872,0.8988,0.7564,0.7704
43,0.2899,0.8989,0.7295,0.7763
44,0.2864,0.8999,0.7358,0.7739
45,0.2826,0.9008,0.7445,0.7747
46,0.2798,0.9011,0.7440,0.7781
47,0.2807,0.9023,0.7734,0.7703
48,0.2741,0.9042,0.7614,0.7672
49,0.2717,0.9050,0.7444,0.7808
50,0.2665,0.9059,0.7584,0.7764

Final Train Accuracy: 0.9059
Final Test Accuracy: 0.7764
