Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,1.4532,0.4796,1.1247,0.6050
2,1.1567,0.5899,0.9975,0.6501
3,1.0499,0.6290,0.9713,0.6561
4,0.9857,0.6490,0.8647,0.6952
5,0.9290,0.6714,0.8388,0.7051
6,0.8902,0.6848,0.8334,0.7050
7,0.8655,0.6972,0.8357,0.7088
8,0.8345,0.7084,0.7822,0.7267
9,0.8077,0.7169,0.7517,0.7388
10,0.7855,0.7219,0.7336,0.7459
11,0.7657,0.7336,0.7768,0.7313
12,0.7489,0.7371,0.7029,0.7577
13,0.7313,0.7435,0.7071,0.7515
14,0.7171,0.7480,0.7211,0.7512
15,0.7074,0.7534,0.6938,0.7600
16,0.6861,0.7598,0.7194,0.7498
17,0.6763,0.7628,0.6970,0.7602
18,0.6639,0.7666,0.6935,0.7590
19,0.6557,0.7706,0.6871,0.7587
20,0.6518,0.7713,0.6591,0.7717
21,0.6369,0.7762,0.6689,0.7685
22,0.6283,0.7787,0.7025,0.7512
23,0.6204,0.7809,0.6761,0.7670
24,0.6149,0.7833,0.7115,0.7525
25,0.6064,0.7869,0.6762,0.7665
26,0.5962,0.7924,0.6713,0.7675
27,0.5904,0.7925,0.6553,0.7719
28,0.5834,0.7920,0.6986,0.7566
29,0.5821,0.7953,0.6884,0.7593
30,0.5714,0.7983,0.6524,0.7742
31,0.5717,0.7992,0.6602,0.7682
32,0.5590,0.8016,0.6567,0.7729
33,0.5566,0.8020,0.6462,0.7735
34,0.5551,0.8020,0.6972,0.7592
35,0.5466,0.8082,0.6938,0.7588
36,0.5439,0.8069,0.6577,0.7736
37,0.5345,0.8102,0.7160,0.7554
38,0.5398,0.8101,0.6806,0.7636
39,0.5337,0.8117,0.6700,0.7708
40,0.5276,0.8127,0.6473,0.7780
41,0.5237,0.8156,0.6552,0.7753
42,0.5176,0.8156,0.6872,0.7633
43,0.5191,0.8181,0.6458,0.7788
44,0.5123,0.8179,0.6772,0.7709
45,0.5059,0.8205,0.6759,0.7716
46,0.5091,0.8199,0.6531,0.7771
47,0.5063,0.8217,0.6810,0.7685
48,0.5049,0.8229,0.6723,0.7700
49,0.5038,0.8225,0.6524,0.7777
50,0.5008,0.8232,0.6912,0.7699

Final Train Accuracy: 0.8232
Final Test Accuracy: 0.7699
