Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,1.8043,0.3434,1.4353,0.4831
2,1.5643,0.4327,1.2800,0.5404
3,1.4621,0.4720,1.2308,0.5586
4,1.3914,0.5031,1.1703,0.5880
5,1.3479,0.5178,1.0836,0.6170
6,1.3086,0.5352,1.0785,0.6200
7,1.2888,0.5435,1.0819,0.6172
8,1.2578,0.5548,1.1133,0.6016
9,1.2375,0.5631,0.9985,0.6528
10,1.2315,0.5648,1.0118,0.6467
11,1.2142,0.5717,1.0021,0.6531
12,1.2025,0.5754,0.9497,0.6661
13,1.1854,0.5810,0.9868,0.6577
14,1.1852,0.5800,0.9756,0.6575
15,1.1752,0.5870,0.9453,0.6689
16,1.1671,0.5875,0.9576,0.6637
17,1.1561,0.5919,0.9317,0.6771
18,1.1463,0.5962,0.9271,0.6825
19,1.1498,0.5959,0.9050,0.6865
20,1.1413,0.5968,0.8999,0.6893
21,1.1351,0.6007,0.9370,0.6750
22,1.1273,0.6043,0.8959,0.6926
23,1.1218,0.6052,0.9304,0.6718
24,1.1152,0.6080,0.8840,0.6941
25,1.1171,0.6065,0.9025,0.6867
26,1.1109,0.6103,0.9341,0.6739
27,1.1080,0.6107,0.8864,0.6953
28,1.1030,0.6148,0.8679,0.7041
29,1.0936,0.6165,0.8795,0.6904
30,1.0974,0.6148,0.8694,0.7040
31,1.0870,0.6191,0.8510,0.7101
32,1.0964,0.6191,0.8655,0.6999
33,1.0864,0.6184,0.8489,0.7088
34,1.0898,0.6170,1.0062,0.6395
35,1.0805,0.6214,0.8942,0.6894
36,1.0864,0.6187,0.8652,0.6992
37,1.0857,0.6217,0.8558,0.7066
38,1.0748,0.6248,0.8434,0.7102
39,1.0780,0.6218,0.8931,0.6884
40,1.0756,0.6243,0.8367,0.7116
41,1.0703,0.6256,0.8489,0.7055
42,1.0721,0.6236,0.8759,0.6950
43,1.0718,0.6254,0.8467,0.7093
44,1.0656,0.6255,0.8347,0.7126
45,1.0630,0.6284,0.8538,0.7080
46,1.0670,0.6266,0.8692,0.6997
47,1.0629,0.6267,0.8279,0.7155
48,1.0677,0.6252,0.8180,0.7220
49,1.0581,0.6291,0.8223,0.7218
50,1.0601,0.6313,0.8317,0.7118

Final Train Accuracy: 0.6313
Final Test Accuracy: 0.7118
