Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,1.3972,0.5002,1.0836,0.6168
2,1.1063,0.6107,0.9602,0.6589
3,1.0018,0.6486,0.8951,0.6791
4,0.9295,0.6723,0.9010,0.6830
5,0.8734,0.6940,0.7971,0.7211
6,0.8299,0.7082,0.7778,0.7305
7,0.7918,0.7233,0.7605,0.7324
8,0.7624,0.7339,0.8054,0.7154
9,0.7335,0.7424,0.9244,0.6761
10,0.7037,0.7541,0.6975,0.7567
11,0.6845,0.7613,0.6904,0.7618
12,0.6602,0.7691,0.6968,0.7546
13,0.6441,0.7759,0.6930,0.7617
14,0.6263,0.7795,0.6896,0.7606
15,0.6134,0.7875,0.6624,0.7725
16,0.5910,0.7945,0.6733,0.7695
17,0.5785,0.7984,0.6621,0.7744
18,0.5652,0.8029,0.6816,0.7658
19,0.5518,0.8065,0.8269,0.7182
20,0.5436,0.8109,0.6967,0.7614
21,0.5312,0.8140,0.6595,0.7734
22,0.5236,0.8174,0.6839,0.7655
23,0.5137,0.8217,0.6820,0.7675
24,0.5028,0.8244,0.6974,0.7609
25,0.4881,0.8304,0.6794,0.7722
26,0.4845,0.8323,0.6505,0.7793
27,0.4769,0.8328,0.6518,0.7769
28,0.4722,0.8349,0.6885,0.7664
29,0.4580,0.8380,0.6722,0.7725
30,0.4539,0.8413,0.6522,0.7804
31,0.4534,0.8428,0.6757,0.7719
32,0.4457,0.8447,0.6830,0.7717
33,0.4459,0.8426,0.6708,0.7731
34,0.4319,0.8493,0.6804,0.7729
35,0.4282,0.8503,0.6526,0.7798
36,0.4217,0.8518,0.6583,0.7805
37,0.4178,0.8533,0.6673,0.7797
38,0.4198,0.8542,0.6943,0.7693
39,0.4125,0.8553,0.6643,0.7804
40,0.4113,0.8552,0.7048,0.7678
41,0.4039,0.8599,0.7347,0.7598
42,0.4011,0.8614,0.6640,0.7783
43,0.3955,0.8615,0.6694,0.7794
44,0.3945,0.8635,0.6676,0.7840
45,0.3897,0.8659,0.6603,0.7827
46,0.3878,0.8641,0.6764,0.7757
47,0.3853,0.8655,0.7094,0.7669
48,0.3872,0.8641,0.6874,0.7700
49,0.3788,0.8683,0.6644,0.7781
50,0.3782,0.8694,0.6761,0.7794

Final Train Accuracy: 0.8694
Final Test Accuracy: 0.7794
