Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,1.4612,0.4748,1.2216,0.5600
2,1.1694,0.5831,0.9996,0.6524
3,1.0637,0.6241,0.9625,0.6640
4,0.9908,0.6510,0.8808,0.6930
5,0.9318,0.6743,0.8919,0.6889
6,0.8880,0.6885,0.9751,0.6611
7,0.8516,0.7011,0.8121,0.7138
8,0.8202,0.7138,0.8690,0.6960
9,0.7960,0.7217,0.7983,0.7169
10,0.7682,0.7291,0.8192,0.7125
11,0.7523,0.7388,0.6985,0.7574
12,0.7331,0.7437,0.7393,0.7439
13,0.7178,0.7516,0.7057,0.7556
14,0.7022,0.7540,0.7002,0.7545
15,0.6862,0.7602,0.6836,0.7643
16,0.6682,0.7682,1.0745,0.6435
17,0.6566,0.7694,0.6707,0.7703
18,0.6451,0.7750,0.6856,0.7620
19,0.6359,0.7778,0.7066,0.7535
20,0.6225,0.7819,0.7472,0.7401
21,0.6133,0.7883,0.6562,0.7747
22,0.6062,0.7885,0.6639,0.7702
23,0.6009,0.7886,0.6603,0.7723
24,0.5893,0.7925,0.6434,0.7792
25,0.5826,0.7948,0.6691,0.7707
26,0.5699,0.8013,0.6336,0.7819
27,0.5675,0.8004,0.6373,0.7779
28,0.5617,0.8047,0.6900,0.7587
29,0.5509,0.8074,0.6324,0.7816
30,0.5517,0.8074,0.6686,0.7714
31,0.5445,0.8096,0.6579,0.7762
32,0.5416,0.8088,0.7358,0.7514
33,0.5350,0.8126,0.6664,0.7748
34,0.5247,0.8151,0.6812,0.7704
35,0.5283,0.8156,0.6423,0.7814
36,0.5238,0.8152,0.6417,0.7812
37,0.5159,0.8175,0.7085,0.7591
38,0.5076,0.8220,0.6393,0.7847
39,0.5022,0.8256,0.6701,0.7718
40,0.5038,0.8226,0.7111,0.7599
41,0.5035,0.8228,0.6420,0.7814
42,0.4950,0.8272,0.6198,0.7893
43,0.4886,0.8287,0.6234,0.7896
44,0.4884,0.8283,0.6671,0.7770
45,0.4813,0.8317,0.6436,0.7823
46,0.4794,0.8304,0.6690,0.7746
47,0.4807,0.8306,0.6580,0.7791
48,0.4756,0.8324,0.6336,0.7832
49,0.4734,0.8324,0.6457,0.7836
50,0.4704,0.8336,0.6418,0.7880

Final Train Accuracy: 0.8336
Final Test Accuracy: 0.7880
